[27/Feb/2014:16:55:01 +0000] | 165.65.122.115 | /stats2/segment | ?country=125&country=125&gender=2&education=0&age=30 | + | 2738 | 243
[28/Feb/2014:07:00:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 2587 | 528
[28/Feb/2014:07:00:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 1741 | 545
[28/Feb/2014:07:00:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 2279 | 546
[28/Feb/2014:07:00:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 18508 | 531
[28/Feb/2014:07:00:04 +0000] | 54.227.246.164 | /stats2/map_stats |  | - | 2023281 | 55206
[28/Feb/2014:07:00:06 +0000] | 54.227.246.164 | /stats/public/recent_votes |  | - | 7311 | 4644
[28/Feb/2014:07:00:02 +0000] | 54.227.246.164 | /stats/segment | ?&hdi=4 | - | 32731603 | 531
[28/Feb/2014:07:00:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 37217595 | 533
[28/Feb/2014:07:01:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 1010 | 14
[28/Feb/2014:07:01:11 +0000] | 187.146.163.37 | /stats/totalvotes |  | + | 1366 | 45
[28/Feb/2014:07:01:15 +0000] | 187.146.163.37 | /static/map_stats.json |  | + | 468 | 55206
[28/Feb/2014:07:01:16 +0000] | 187.146.163.37 | /static/segment_comparison.json |  | + | 396 | 10149
[28/Feb/2014:07:01:16 +0000] | 187.146.163.37 | /stats/public/segment | ?&country=121&gender=0&age_ub=140 | + | 423936 | 507
[28/Feb/2014:07:00:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 95427843 | 546
[28/Feb/2014:07:02:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 653 | 14
[28/Feb/2014:07:02:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 40368 | 70211
[28/Feb/2014:07:00:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 118191927 | 546
[28/Feb/2014:06:58:04 +0000] | 127.0.0.1 | /stats/public/map | ? | - | 248078922 | 752
[28/Feb/2014:07:00:35 +0000] | 54.227.246.164 | /stats/partner_rankings |  | - | 100251997 | 80742
[28/Feb/2014:07:02:18 +0000] | 187.146.163.37 | /stats/totalvotes |  | + | 1688 | 45
[28/Feb/2014:07:02:18 +0000] | 187.146.163.37 | /stats/public/segment | ?&country=138&gender=0&age_ub=140 | + | 60799 | 496
[28/Feb/2014:06:58:02 +0000] | 54.227.246.164 | /stats/ |  | - | 277657526 | 205
[28/Feb/2014:07:02:40 +0000] | 54.227.246.164 | /stats/tseries/2013-03-22/2013-03-08 |  | X | 72221 | 487959
[28/Feb/2014:07:02:40 +0000] | 127.0.0.1 | * |  | - | 117 | 0
[28/Feb/2014:07:03:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 654 | 14
[28/Feb/2014:07:02:15 +0000] | 54.227.246.164 | /stats/segment |  | - | 46823376 | 548
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&country=0&gender=0&education=0 | - | 1251 | 548
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&education=1 | - | 1064 | 532
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&gender=1 | - | 1489 | 546
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&education=2 | - | 1062 | 538
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&gender=2 | - | 1105 | 546
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&education=3 | - | 4658 | 537
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&age_ub=34 | - | 1130 | 547
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&education=4 | - | 1237 | 546
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&age_lb=35&age_ub=54 | - | 4632 | 537
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&age_lb=55 | - | 1449 | 528
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&hdi=1 | - | 1224 | 545
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&hdi=2 | - | 1354 | 546
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/segment | ?&hdi=3 | - | 1327 | 533
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/ |  | - | 1482 | 205
[28/Feb/2014:07:03:02 +0000] | 54.227.246.164 | /stats/tseries/2013-03-22/2013-03-08 |  | X | 230457 | 487959
[28/Feb/2014:07:03:03 +0000] | 127.0.0.1 | * |  | - | 242 | 0
[28/Feb/2014:07:03:27 +0000] | 54.227.246.164 | /stats2/segment |  | - | 457790 | 660
[28/Feb/2014:07:03:27 +0000] | 187.146.163.37 | /stats/totalvotes |  | + | 526874 | 45
[28/Feb/2014:07:03:28 +0000] | 187.146.163.37 | /static/map_stats.json |  | + | 498 | 0
[28/Feb/2014:07:03:28 +0000] | 187.146.163.37 | /static/segment_comparison.json |  | + | 430 | 0
[28/Feb/2014:07:03:28 +0000] | 187.146.163.37 | /stats/public/segment | ?&country=53&gender=0&age_ub=140 | + | 1516 | 514
[28/Feb/2014:07:03:54 +0000] | 146.115.165.126 | /stats/totalvotes |  | + | 1405 | 45
[28/Feb/2014:07:03:55 +0000] | 146.115.165.126 | /static/map_stats.json |  | + | 28748 | 55206
[28/Feb/2014:07:03:55 +0000] | 146.115.165.126 | /static/segment_comparison.json |  | + | 233 | 10149
[28/Feb/2014:07:03:55 +0000] | 146.115.165.126 | /stats/public/segment | ?&country=36&gender=0&age_ub=140 | + | 316116 | 510
[28/Feb/2014:07:03:56 +0000] | 146.115.165.126 | /stats/public/segment | ?country=14 | + | 1017922 | 514
[28/Feb/2014:07:03:57 +0000] | 146.115.165.126 | /stats/public/segment | ?&country=14&gender=1&age_ub=34 | + | 414094 | 513
[28/Feb/2014:07:04:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 698 | 14
[28/Feb/2014:07:04:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 11010 | 70211
[28/Feb/2014:07:03:56 +0000] | 146.115.165.126 | /stats/public/sampleSimilar | ?choices=1,2,3,7,11,13 | + | 22708909 | 3303
[28/Feb/2014:07:05:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 611 | 14
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 4546 | 546
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 2661 | 548
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 7767 | 537
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 3267 | 528
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 7371 | 546
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 3877 | 546
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 2364 | 533
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 10886823 | 531
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 21583554 | 545
[28/Feb/2014:07:05:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 33638464 | 547
[28/Feb/2014:07:05:50 +0000] | 199.116.78.161 | /stats2/segment | ?partner=UNV | + | 233288 | 640
[28/Feb/2014:07:06:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 720 | 14
[28/Feb/2014:07:06:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 9766 | 70211
[28/Feb/2014:07:06:35 +0000] | 82.114.169.104 | /stats/public/segment | ?country=191 | + | 4203043 | 530
[28/Feb/2014:07:06:40 +0000] | 82.114.169.104 | /stats/public/segment | ?&country=191&gender=1&age_lb=35&age_ub=54 | + | 985289 | 525
[28/Feb/2014:07:06:35 +0000] | 82.114.169.104 | /stats/public/sampleSimilar | ?choices=1,2,3,7,12,16 | + | 14334068 | 3283
[28/Feb/2014:07:07:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 580 | 14
[28/Feb/2014:07:08:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 701 | 14
[28/Feb/2014:07:08:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 8643 | 70211
[28/Feb/2014:07:09:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 992 | 14
[28/Feb/2014:07:09:59 +0000] | 169.253.194.1 | /static/segment_comparison.json |  | + | 386 | 10149
[28/Feb/2014:07:10:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 699 | 14
[28/Feb/2014:07:10:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 10937 | 70211
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 3724 | 546
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 3256 | 546
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 5982 | 547
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 1943 | 545
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 8292185 | 528
[28/Feb/2014:07:10:12 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 1385 | 533
[28/Feb/2014:07:10:12 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 922 | 531
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 30120146 | 537
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 55950457 | 546
[28/Feb/2014:07:11:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 794 | 14
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 90588164 | 548
[28/Feb/2014:07:12:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 671 | 14
[28/Feb/2014:07:12:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 9329 | 70211
[28/Feb/2014:07:10:04 +0000] | 127.0.0.1 | /stats/public/map | ? | - | 132490473 | 752
[28/Feb/2014:07:13:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 696 | 14
[28/Feb/2014:07:13:44 +0000] | 54.227.246.164 | /stats2/segment |  | - | 2348 | 660
[28/Feb/2014:07:13:44 +0000] | 188.247.73.199 | /stats/totalvotes |  | + | 7135 | 45
[28/Feb/2014:07:13:53 +0000] | 188.247.73.199 | /static/map_stats.json |  | + | 153805 | 55206
[28/Feb/2014:07:13:53 +0000] | 188.247.73.199 | /static/segment_comparison.json |  | + | 431 | 10149
[28/Feb/2014:07:13:54 +0000] | 188.247.73.199 | /stats/public/segment | ?&country=96&gender=0&age_ub=140 | + | 60374 | 500
[28/Feb/2014:07:14:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 806 | 14
[28/Feb/2014:07:14:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 11016 | 70211
[28/Feb/2014:07:14:04 +0000] | 188.247.73.199 | /stats/totalvotes |  | + | 1203 | 45
[28/Feb/2014:07:14:05 +0000] | 188.247.73.199 | /static/map_stats.json |  | + | 474 | 0
[28/Feb/2014:07:14:06 +0000] | 188.247.73.199 | /static/segment_comparison.json |  | + | 385 | 0
[28/Feb/2014:07:14:06 +0000] | 188.247.73.199 | /stats/public/segment | ?&country=66&gender=0&age_ub=140 | + | 1378264 | 526
[28/Feb/2014:07:14:18 +0000] | 188.247.73.199 | /stats/totalvotes |  | + | 1485 | 45
[28/Feb/2014:07:15:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 643 | 14
[28/Feb/2014:07:15:02 +0000] | 54.227.246.164 | /stats2/segment_comparison |  | - | 1509 | 10149
[28/Feb/2014:07:15:02 +0000] | 54.227.246.164 | /stats2/map_stats |  | - | 274992 | 55206
[28/Feb/2014:07:15:02 +0000] | 54.227.246.164 | /stats/public/recent_votes |  | - | 5863 | 4643
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 1350 | 537
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 931 | 547
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 2574 | 548
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 4018 | 545
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 3699 | 546
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 4791 | 528
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 1834 | 531
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 13686748 | 533
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 29834570 | 546
[28/Feb/2014:07:15:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 33138981 | 546
[28/Feb/2014:07:16:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 740 | 14
[28/Feb/2014:07:16:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 11267 | 70211
[28/Feb/2014:07:17:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 690 | 14
[28/Feb/2014:07:17:21 +0000] | 203.146.233.16 | /stats2/value_list | ?dim=partner | + | 332219 | 62884
[28/Feb/2014:07:17:23 +0000] | 203.146.233.16 | /stats2/segment | ? | + | 2708 | 660
[28/Feb/2014:07:17:23 +0000] | 203.146.233.16 | /stats2/segment | ?&country=0&gender=0&education=0 | + | 2447 | 660
[28/Feb/2014:07:17:23 +0000] | 203.146.233.16 | /stats2/segment | ?&education=2 | + | 2484 | 650
[28/Feb/2014:07:17:23 +0000] | 203.146.233.16 | /stats2/segment | ?&gender=2 | + | 7579 | 658
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&education=3 | + | 2583 | 649
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&education=4 | + | 2949 | 658
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&age=15 | + | 19390 | 646
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&age=30 | + | 2650 | 659
[28/Feb/2014:07:17:23 +0000] | 203.146.233.16 | /stats2/demographics |  | + | 999638 | 2928
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&age=45 | + | 2486 | 650
[28/Feb/2014:07:17:23 +0000] | 203.146.233.16 | /stats2/segment | ?&gender=1 | + | 844043 | 658
[28/Feb/2014:07:17:23 +0000] | 203.146.233.16 | /stats2/segment | ?&education=1 | + | 878056 | 644
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&age=60 | + | 2303 | 643
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&age=61 | + | 2633 | 641
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&hdi=1 | + | 80681 | 1625
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&hdi=2 | + | 99535 | 1624
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&hdi=4 | + | 94293 | 1604
[28/Feb/2014:07:17:24 +0000] | 203.146.233.16 | /stats2/segment | ?&hdi=3 | + | 99396 | 1633
[28/Feb/2014:07:17:23 +0000] | 203.146.233.16 | /stats2/countries |  | + | 2857490 | 220318
[28/Feb/2014:07:17:33 +0000] | 127.0.0.1 | * |  | - | 158 | 0
[28/Feb/2014:07:17:43 +0000] | 78.186.46.204 | /stats/totalvotes |  | + | 1266 | 45
[28/Feb/2014:07:17:51 +0000] | 78.186.46.204 | /static/map_stats.json |  | + | 317985 | 55206
[28/Feb/2014:07:18:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 630 | 14
[28/Feb/2014:07:18:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 641936 | 70211
[28/Feb/2014:07:19:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 909 | 14
[28/Feb/2014:07:20:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 934 | 14
[28/Feb/2014:07:20:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 9304 | 70211
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 1273 | 537
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 1817 | 548
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 2695 | 546
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 6433 | 546
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 3120 | 546
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 3394 | 528
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 2555 | 533
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 13735174 | 531
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 24510206 | 545
[28/Feb/2014:07:20:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 37268379 | 547
[28/Feb/2014:07:21:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 661 | 14
[28/Feb/2014:07:21:49 +0000] | 76.4.144.135 | /stats/totalvotes |  | + | 1620 | 45
[28/Feb/2014:07:22:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 710 | 14
[28/Feb/2014:07:22:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 8428 | 70211
[28/Feb/2014:07:22:36 +0000] | 131.117.164.41 | /stats/totalvotes |  | + | 1312 | 45
[28/Feb/2014:07:22:44 +0000] | 131.117.164.41 | /static/map_stats.json |  | + | 350709 | 55206
[28/Feb/2014:07:22:45 +0000] | 131.117.164.41 | /static/segment_comparison.json |  | + | 274 | 10149
[28/Feb/2014:07:22:45 +0000] | 131.117.164.41 | /stats/public/segment | ?&country=37&gender=0&age_ub=140 | + | 511656 | 508
[28/Feb/2014:07:23:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 625 | 14
[28/Feb/2014:07:22:04 +0000] | 127.0.0.1 | /stats/public/map | ? | - | 64508528 | 752
[28/Feb/2014:07:24:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 721 | 14
[28/Feb/2014:07:24:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 10005 | 70211
[28/Feb/2014:07:24:35 +0000] | 54.227.246.164 | /stats2/segment |  | - | 2156 | 660
[28/Feb/2014:07:24:35 +0000] | 110.77.177.169 | /stats/totalvotes |  | + | 7069 | 45
[28/Feb/2014:07:24:37 +0000] | 110.77.177.169 | /static/map_stats.json |  | + | 387292 | 55206
[28/Feb/2014:07:24:38 +0000] | 110.77.177.169 | /static/segment_comparison.json |  | + | 398 | 10149
[28/Feb/2014:07:24:41 +0000] | 110.77.177.169 | /stats/public/segment | ?&country=30&gender=0&age_ub=140 | + | 1083735 | 529
[28/Feb/2014:07:24:52 +0000] | 124.107.25.234 | /stats/totalvotes |  | + | 1316 | 45
[28/Feb/2014:07:25:00 +0000] | 124.107.25.234 | /static/map_stats.json |  | + | 525273 | 55206
[28/Feb/2014:07:25:01 +0000] | 124.107.25.234 | /static/segment_comparison.json |  | + | 385 | 10149
[28/Feb/2014:07:25:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 657 | 14
[28/Feb/2014:07:25:02 +0000] | 124.107.25.234 | /stats/public/segment | ?&country=185&gender=0&age_ub=140 | + | 1412136 | 525
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 5858 | 547
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 5535 | 546
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 6831 | 546
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 3478 | 545
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 877 | 533
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 904 | 531
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 6558014 | 528
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 19218468 | 537
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 27815858 | 546
[28/Feb/2014:07:25:04 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 43094908 | 548
[28/Feb/2014:07:26:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 696 | 14
[28/Feb/2014:07:26:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 10026 | 70211
[28/Feb/2014:07:27:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 570 | 14
[28/Feb/2014:07:27:58 +0000] | 182.183.184.175 | /stats/totalvotes |  | + | 1233 | 45
[28/Feb/2014:07:28:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 613 | 14
[28/Feb/2014:07:28:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 8688 | 70211
[28/Feb/2014:07:28:04 +0000] | 182.183.184.175 | /static/map_stats.json |  | + | 344487 | 55206
[28/Feb/2014:07:28:05 +0000] | 182.183.184.175 | /static/segment_comparison.json |  | + | 319 | 10149
[28/Feb/2014:07:28:06 +0000] | 182.183.184.175 | /stats/public/segment | ?&country=96&gender=0&age_ub=140 | + | 76691 | 500
[28/Feb/2014:07:28:48 +0000] | 182.183.184.175 | /stats/public/segment | ?country=128 | + | 301385 | 514
[28/Feb/2014:07:28:49 +0000] | 182.183.184.175 | /stats/public/segment | ?&country=128&gender=1&age_ub=34 | + | 358469 | 513
[28/Feb/2014:07:28:48 +0000] | 182.183.184.175 | /stats/public/sampleSimilar | ?choices=1,5,12,13,14,15 | + | 10091212 | 3324
[28/Feb/2014:07:29:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 593 | 14
[28/Feb/2014:07:29:50 +0000] | 146.115.165.126 | /stats/totalvotes |  | + | 1211 | 45
[28/Feb/2014:07:29:59 +0000] | 146.115.165.126 | /static/map_stats.json |  | + | 44062 | 55206
[28/Feb/2014:07:30:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 8660 | 14
[28/Feb/2014:07:30:02 +0000] | 54.227.246.164 | /stats2/segment_comparison |  | - | 406772 | 10149
[28/Feb/2014:07:30:03 +0000] | 146.115.165.126 | /static/segment_comparison.json |  | + | 370 | 10149
[28/Feb/2014:07:30:03 +0000] | 54.227.246.164 | /stats/partners |  | - | 23460 | 70211
[28/Feb/2014:07:30:02 +0000] | 54.227.246.164 | /stats2/map_stats |  | - | 1428188 | 55206
[28/Feb/2014:07:30:04 +0000] | 54.227.246.164 | /stats/public/recent_votes |  | - | 6870 | 4643
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 1290 | 537
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 3835 | 548
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 13055 | 547
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 3200 | 546
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 2669 | 545
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 3838 | 528
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 3305 | 531
[28/Feb/2014:07:30:04 +0000] | 146.115.165.126 | /stats/public/segment | ?&country=88&gender=0&age_ub=140 | + | 1547290 | 512
[28/Feb/2014:07:30:05 +0000] | 146.115.165.126 | /stats/public/segment | ?country=14 | + | 3531677 | 514
[28/Feb/2014:07:30:09 +0000] | 146.115.165.126 | /stats/public/segment | ?&country=14&gender=1&age_ub=34 | + | 1952590 | 513
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 24220758 | 533
[28/Feb/2014:07:30:34 +0000] | 199.116.78.161 | /stats2/segment | ?partner=UNV | + | 2557 | 640
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 57098054 | 546
[28/Feb/2014:07:31:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 632 | 14
[28/Feb/2014:07:30:04 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 62678817 | 546
[28/Feb/2014:07:30:05 +0000] | 146.115.165.126 | /stats/public/sampleSimilar | ?choices=1,2,3,7,11,13 | + | 63163320 | 3300
[28/Feb/2014:07:31:16 +0000] | 127.0.0.1 | * |  | - | 187 | 0
[28/Feb/2014:07:32:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 613 | 14
[28/Feb/2014:07:32:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 664001 | 70211
[28/Feb/2014:07:33:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 645 | 14
[28/Feb/2014:07:33:08 +0000] | 193.134.242.12 | /stats/totalvotes |  | + | 1643 | 45
[28/Feb/2014:07:33:13 +0000] | 193.134.242.12 | /static/map_stats.json |  | + | 251685 | 55206
[28/Feb/2014:07:33:15 +0000] | 193.134.242.12 | /static/segment_comparison.json |  | + | 316 | 10149
[28/Feb/2014:07:33:16 +0000] | 193.134.242.12 | /stats/public/segment | ?&country=77&gender=0&age_ub=140 | + | 5660178 | 535
[28/Feb/2014:07:33:22 +0000] | 82.114.178.135 | /stats/totalvotes |  | + | 1676 | 45
[28/Feb/2014:07:33:33 +0000] | 82.114.178.135 | /static/map_stats.json |  | + | 482 | 55206
[28/Feb/2014:07:33:34 +0000] | 82.114.178.135 | /static/segment_comparison.json |  | + | 442 | 10149
[28/Feb/2014:07:33:35 +0000] | 82.114.178.135 | /stats/public/segment | ?&country=7&gender=0&age_ub=140 | + | 237630 | 511
[28/Feb/2014:07:33:40 +0000] | 110.77.177.169 | /stats/totalvotes |  | + | 1365 | 45
[28/Feb/2014:07:33:41 +0000] | 110.77.177.169 | /static/map_stats.json |  | + | 348837 | 55206
